number,achieve'money,change(%)
131028762,1315731616,0.878
76052116,767292300,0.5096
83681538,840890523,0.5608
88765772,892637729,0.5948
89499064,883268138,0.5997
65806596,660726025,0.441
54586848,544630505,0.3658
43303750,435013681,0.2902
41832297,417375283,0.2803
75763623,747795127,0.5077
126274720,1224441887,0.8462
86278542,829038302,0.5782
103421937,985199538,0.693
178675031,1778831224,1.1973
123343744,1254891723,0.8265
108826815,1083711298,0.7293
105005043,1045917590,0.7037
74320334,737540033,0.498
52806428,524919890,0.3539
80667825,786928394,0.5406
109373480,1097528959,0.7329
87865272,888293829,0.5888
60095952,603143645,0.4027
72153519,728615180,0.4835
64667334,644949072,0.4333
63127003,630968308,0.423
66994306,670319776,0.4489
67348057,671548085,0.4513
47275904,471747480,0.3168
111647303,1120193847,0.7482
122955149,1250713166,0.8239
156851179,1632285383,1.0511
91775245,946356975,0.615
71207689,734819190,0.4772
82484743,845485658,0.5527
63230983,644944802,0.4237
69546991,714504542,0.466
111377099,1160468763,0.7464
91459014,966132051,0.6129
89454796,942531006,0.5995
101875600,1074952868,0.6827
83186090,823621313,0.5574
60164557,587136100,0.4032
56405768,545296050,0.378
72417597,688813179,0.4853
72344081,682011573,0.4848
127820275,1152185130,0.8565
77530686,699500719,0.5195
52039165,469144449,0.3487
40358845,365844138,0.2705
53104791,473179675,0.3559
137571510,1178952736,0.9219
147442615,1229287083,0.988
249977361,1942163889,1.6751
246601203,1856925606,1.6525
130788936,1016856736,0.8764
125823284,982597070,0.8432
157753950,1276035956,1.0571
86027064,702497388,0.5765
84019573,677872934,0.563
69690313,560255121,0.467
85794489,697456116,0.5749
58764344,477728564,0.3938
63977579,508688886,0.4287
40964528,324418293,0.2745
60829122,488041464,0.4076
274152438,2369026958,1.8371
162211373,1400965676,1.087
103850924,891216119,0.6959
78430472,664317070,0.5256
79489709,673336873,0.5327
99044377,818192316,0.6637
76242268,619426708,0.5109
95552055,754153139,0.6403
115906521,942643003,0.7767
87410550,697536435,0.5858
62010839,497968427,0.4155
42800503,341110312,0.2868
84518514,655293169,0.5664
68907635,540970736,0.4618
50335414,397874860,0.3373
58959381,469433179,0.3951
57767151,463891788,0.3871
53056118,425459707,0.3555
82798496,664260262,0.5548
68679917,553785268,0.4602
54611350,436833724,0.366
55483572,444645232,0.3718
142760853,1171789122,0.9567
118672580,991814171,0.7952
121903670,1025898643,0.8169
67134769,556547154,0.4499
264712593,2254296108,1.7739
124704778,1044624757,0.8357
153605678,1314061899,1.0293
65732224,554832999,0.4405
60326480,513025402,0.4043
117530030,995509250,0.7876
161720147,1399048031,1.0837
224672933,2001682217,1.5056
243574963,2194823813,1.6322
146496955,1320039144,0.9817
129143351,1152526345,0.8654
141236900,1281805081,0.9465
140383661,1269355850,0.9407
142450054,1305299487,0.9546
93544409,852833065,0.6269
301015112,2850092331,2.0172
580189224,6069489608,3.8879
1198024109,13328930206,8.0282
603551016,6834516257,4.0445
1041527543,12498180262,6.9794
661646551,7947104255,4.4338
699493335,8064946319,4.6874
511737943,5694768142,3.4292
400172137,4413153554,2.6816
453630138,4987201249,3.0399
476900620,5154101324,3.1958
384146137,4206311478,2.5742
448493838,4639913820,3.0054
243782409,2485876805,1.6336
256510906,2609512399,1.7189
258444174,2618477427,1.7319
244015218,2503190590,1.6352
249225016,2508885945,1.6701
441961264,4582589758,2.9617
274009307,2834786588,1.8362
212323978,2155489652,1.4228
217322904,2160308473,1.4563
145253461,1440499464,0.9734
129849775,1290361115,0.8701
211850917,2123854885,1.4196
156011435,1554175494,1.0455
260513178,2639944209,1.7457
170003394,1700451825,1.1392
256524257,2593128919,1.719
164098118,1650688533,1.0996
494214050,5150564497,3.3118
301165849,3162162382,2.0182
211637554,2206625469,1.4182
164057262,1704932182,1.0994
138786390,1438550559,0.93
172536527,1747250983,1.1562
151026564,1522867126,1.0121
114983822,1158380382,0.7705
110388788,1104891677,0.7397
79759246,793983216,0.5345
119655182,1209294436,0.8018
208714474,2049839119,1.3986
169111025,1601513585,1.1332
180564555,1753424283,1.21
231275931,2289354073,1.5498
128516630,1286050557,0.8612
125986570,1265362952,0.8443
172340745,1708643966,1.1549
131116961,1317526601,0.8786
96767050,967272350,0.6485
72857686,724350734,0.4882
134357122,1332415710,0.9003
121839005,1217508434,0.8165
112491968,1128740871,0.7538
408952609,4162905229,2.7405
178953713,1832350266,1.1992
283303320,2951386526,1.8985
150565456,1557557550,1.009
157734044,1611228726,1.057
111336390,1127426955,0.7461
89476538,907205499,0.5996
127176728,1268123946,0.8522
89839025,889730892,0.602
98124624,963431279,0.6575
119802106,1177159749,0.8028
78126226,758108126,0.5235
55191766,536799930,0.3698
71003510,687152711,0.4758
107593841,1018130466,0.721
63014853,590896792,0.4223
71802936,671259994,0.4812
89003265,821820569,0.5964
82518650,753839548,0.553
88052311,811334784,0.5901
70408751,650877060,0.4718
107237045,1006340928,0.7186
69821037,652410783,0.4679
88351969,807094466,0.5921
117267700,1079925474,0.7858
72150947,657895513,0.4835
78603481,724415950,0.5267
109976763,1025797662,0.737
93379978,875061947,0.6258
65935363,618500138,0.4418
79710266,744481149,0.5342
77606643,717370004,0.5201
67204743,618488788,0.4504
66047496,601804105,0.4426
42094792,382309899,0.2821
47596032,436604867,0.3189
91387277,849733125,0.6124
63055407,583623058,0.4225
70757205,653717695,0.4742
69858649,637844251,0.4681
57333618,527187516,0.3842
71042825,659122848,0.4761
52508927,485399532,0.3519
51136921,466080896,0.3427
91573113,848138382,0.6136
212392409,2017636446,1.4233
106449343,1012082707,0.7133
197765140,1901282553,1.3253
80503230,770860231,0.5395
107916285,1029473517,0.7232
131972251,1231564459,0.8844
150729704,1420983509,1.0101
144607391,1379086315,0.969
82312549,765984708,0.5516
135269196,1223507891,0.9065
112988180,1012070329,0.7572
79811062,704799663,0.5348
112556009,1005356244,0.7543
75427866,671034442,0.5055
81389991,720619849,0.5454
113473857,994582737,0.7604
66776262,585846336,0.4475
105221671,920528165,0.7051
85996638,757643571,0.5763
100335990,859115769,0.6724
71119520,600753236,0.4766
110468613,942803798,0.7403
198115864,1758751742,1.3276
179769247,1602451090,1.2047
167965350,1523657836,1.1256
93838218,832057181,0.6288
166058733,1510412577,1.1128
577730146,5543459714,3.8715
550938112,5438997560,3.6919
225324449,2201589731,1.5099
188654730,1813592755,1.2642
310183453,3020967368,2.0786
235609623,2299182855,1.5789
117957984,1139701358,0.7905
121142230,1177869503,0.8118
221487036,2188083753,1.4842
202589136,1988726346,1.3576
103710191,1003039509,0.695
389948091,3925146601,2.6131
166971745,1686236313,1.1189
251774137,2565192729,1.6872
187981794,1923682586,1.2597
133566631,1356868494,0.8951
176166147,1746784882,1.1805
100765541,997304842,0.6752
147878398,1453030914,0.991
115394462,1120720917,0.7733
131392321,1292829716,0.8805
141231411,1385544270,0.9464
136419564,1352733686,0.9142
82309479,815388785,0.5516
180573527,1794439412,1.2101
123425122,1198581012,0.8271
88443328,859931423,0.5927
142558919,1407065796,0.9553
103509079,1001815675,0.6936
58797626,572224197,0.394
55972788,542274520,0.3751
95225892,930740681,0.6381
74829332,731563193,0.5014
129589586,1282666102,0.8684
66182545,653997051,0.4435
114355129,1124734340,0.7663
70426925,688077256,0.4719
57142230,556664624,0.3829
137405978,1314192261,0.9208
64057749,610778785,0.4293
54298040,517810696,0.3639
71688611,692799602,0.4804
47057342,454096750,0.3153
54108963,526560774,0.3626
74436155,720820152,0.4988
92478303,892246146,0.6197
75258524,726796770,0.5043
69096841,662738428,0.463
70641283,677281784,0.4734
86246408,816293703,0.578
56500335,538639270,0.3786
53426017,509267444,0.358
58231714,557813036,0.3902
68256823,655798665,0.4574
46334806,444252120,0.3105
42917693,410062037,0.2876
129624894,1256394771,0.8686
118477367,1159724313,0.7939
91317081,892676102,0.6119
66459996,647470882,0.4454
68906460,668029792,0.4618
57665733,557096336,0.3864
86019554,834638557,0.5764
83305537,753572842,0.5582
46797781,421074930,0.3136
43052470,387941139,0.2885
42713239,383829267,0.2862
52645089,476195578,0.3528
42584500,385288815,0.2854
41262790,373724765,0.2765
64553232,585009384,0.4326
47263941,428330850,0.3167
42831405,387738016,0.287
52592964,475316192,0.3524
75829647,680803744,0.5081
43284795,386256083,0.2901
58461216,523490703,0.3918
50192334,449273967,0.3363
57331618,515793884,0.3842
57758013,521218620,0.387
43076122,387416765,0.2887
60143570,542519442,0.403
43394538,390236857,0.2908
101186449,915202973,0.6781
95071892,864070613,0.6371
235007435,2179260251,1.5748
134460946,1259192307,0.901
315856664,3067199388,2.1166
203049428,1989649789,1.3607
182728243,1785992158,1.2245
113003643,1098506207,0.7573
199316283,1966817233,1.3357
167001355,1646470442,1.1191
116942080,1154644403,0.7836
134531042,1309646598,0.9015
141244203,1363312806,0.9465
120982762,1154961190,0.8107
99902317,966146824,0.6695
80856190,779243625,0.5418
97201687,932751444,0.6514
102325664,986409896,0.6857
83507836,806096135,0.5596
96111663,933999548,0.6441
99796164,968114276,0.6688
70135543,677452354,0.47
118057183,1123688998,0.7911
76885741,733185581,0.5152
90596114,856940044,0.6071
85213616,804802442,0.571
54628769,516864196,0.3661
70289162,661133087,0.471
53881605,507394707,0.3611
68578076,650654489,0.4596
128705724,1227884244,0.8625
128588110,1244849632,0.8617
98919202,956753811,0.6629
126925907,1234561990,0.8506
123866063,1205605803,0.83
111659515,1073076812,0.7482
119763193,1152958001,0.8026
80296496,768304362,0.5381
99444466,950656348,0.6664
222751521,2154511976,1.4927
116577448,1116528160,0.7812
218993865,2119148592,1.4675
286004782,2816151314,1.9166
155546883,1505934022,1.0423
88224150,850252148,0.5912
152637326,1480725849,1.0228
137216320,1340440535,0.9195
80598327,781818068,0.5401
121763013,1188241034,0.816
105093276,1023862494,0.7042
142724444,1398725077,0.9564
130968217,1293022527,0.8776
133030186,1308626408,0.8915
109831220,1069089803,0.736
84002904,818017648,0.5629
133922265,1304901629,0.8974
296366859,2936900132,1.986
161019857,1588282410,1.079
114718758,1133473887,0.7687
105290636,1034461912,0.7056
91092137,893481676,0.6104
118416324,1159897472,0.7935
108312657,1054022659,0.7258
138929487,1323460330,0.931
101044054,965189350,0.6771
161050635,1555124009,1.0792
176780522,1722710639,1.1846
491064711,4953082712,3.2907
248371619,2525984147,1.6644
163212641,1645394573,1.0937
157561422,1578932517,1.0558
101863094,1018619320,0.6826
407114119,4155058255,2.7281
489376864,5168943744,3.2794
653738973,7163875483,4.3808
271038574,2961655250,1.8163
371263986,4115769395,2.4879
198414346,2154897404,1.3296
214519835,2329015774,1.4375
254900899,2687326957,1.7081
145326646,1518565385,0.9739
162402495,1709647461,1.0883
209997641,2234174865,1.4072
474049927,5090821659,3.1767
289490093,3159162410,1.9399
452263345,5092828904,3.0307
439738276,5062406815,2.9468
832183256,9950390236,5.5766
607270363,7590567304,4.0694
589371031,7404591089,3.9495
730561448,9380076839,4.8956
720041669,9307946036,4.8251
859647616,11553890777,5.7606
703922500,9622363300,4.7171
869193775,11788051418,5.8246
620272395,7901267906,4.1565
442571181,5847503446,2.9657
310558743,4067040277,2.0811
335025414,4232421865,2.2451
438688005,5706439860,2.9397
869703585,12037657249,5.828
499627853,7010664184,3.3481
436244208,6099396161,2.9233
683449513,10043569171,4.5799
441578783,6398625351,2.9591
417579539,5715187854,2.7983
455721907,6359588287,3.0539
466983121,6790353352,3.1293
625216146,9556435997,4.1897
443655559,6774519460,2.973
468832339,7271524766,3.1417
513568709,8182820911,3.4415
511684535,8311084820,3.4289
385716820,6114241100,2.5848
330627172,5101310595,2.2156
491999937,7692348549,3.297
367787269,5625726993,2.4646
178404956,2712026682,1.1955
309018855,4812472304,2.0708
329826849,5216166778,2.2102
480245887,7938757902,3.2182
623520880,9496942743,4.1783
479215741,7142638836,3.2113
487540369,7489943294,3.2671
294738261,4592022934,1.9751
320042992,5044685774,2.1447
268566922,4122351608,1.7997
351914010,5286301699,2.3582
242203054,3592645043,1.623
266968083,3864614152,1.789
207865327,3021747775,1.3929
211617677,2989272548,1.4181
196263569,2792706733,1.3152
167896219,2421384723,1.1251
394332692,5742890408,2.6425
186547522,2637143942,1.2501
224585511,3155932084,1.505
183693513,2629916390,1.231
124127097,1789572963,0.8318
148954152,2121808297,0.9982
208366810,3023274166,1.3963
139220024,1995677496,0.9329
120665263,1747213085,0.8086
140932583,2025174378,0.9444
215013978,3104052166,1.4408
195606870,2861206457,1.3108
218763276,3159377729,1.466
266372415,3766071237,1.785
156595995,2183814569,1.0494
226504580,3090569665,1.5178
128036367,1750570352,0.858
434801476,6170955159,2.9137
254844764,3623305559,1.7078
215069722,3087509382,1.4412
632781877,9512030471,4.2404
440178379,6789040866,2.9497
316116667,4867224356,2.1184
309677645,4797833475,2.0752
354655138,5558613435,2.3766
316770912,4978776033,2.1227
456531222,7180731346,3.0593
357592740,5692415845,2.3963
324657542,5114146783,2.1756
331730332,5108990851,2.223
282340713,4326755744,1.892
218174978,3350088365,1.462
487442660,7735007517,3.2664
494049254,7990395333,3.3107
305878383,4868332118,2.0497
410087652,6611462332,2.7481
320361507,5171219071,2.1468
502260203,8372655104,3.3657
514816375,8633478020,3.4499
497335458,8497436086,3.3327
451543445,7772119507,3.0259
581406595,10470524484,3.8961
372837061,6640484668,2.4984
449643905,8170773646,3.0131
415984573,7577393009,2.7876
490159321,9167362860,3.2846
572435809,10446728565,3.836
368194681,6615540644,2.4673
420766743,7712130682,2.8196
363593631,6675541987,2.4365
422927109,7509013285,2.8341
384541412,6942247859,2.5769
600053990,11100683779,4.0211
358393731,6591914895,2.4017
412760522,7523663257,2.766
258064565,4597698886,1.7293
375386437,6483575960,2.5155
303607877,5225100162,2.0345
214390703,3674226153,1.4367
184560000,3151167765,1.2368
277153427,4711900631,1.8573
219176341,3768388795,1.4687
245244498,4198950106,1.6434
192361949,3283133222,1.289
209597267,3526291462,1.4045
187555204,3106379587,1.2568
242251271,4080429264,1.6234
265675717,4567803884,1.7803
166403483,2873100257,1.1151
248087543,4379120076,1.6625
273874763,4942207005,1.8353
301665297,5504873384,2.0215
296942307,5444651111,1.9899
334032210,5908534663,2.2384
256087315,4370819052,1.7161
286379255,5015007440,1.9191
224935535,4001574466,1.5073
244139688,4338757668,1.636
471864928,8635099296,3.162
362420155,6742853974,2.4286
513118652,9419105681,3.4385
278296731,4980064847,1.8649
278090221,4894778628,1.8635
297748888,4966949468,1.9953
257825317,4364353264,1.7277
271649032,4704733126,1.8204
361776730,5893832505,2.4243
420675691,6723071040,2.819
375411270,6204981732,2.5157
250555997,4180149244,1.679
322264859,5297602404,2.1596
312701072,5041249946,2.0955
659421895,11195522994,4.4189
713763502,12379048406,4.783
837950419,13833635468,5.6152
545237273,8927542091,3.6537
647768569,11376342740,4.3408
372594650,6364720151,2.4968
305725800,5111292893,2.0487
348253550,5845359000,2.3337
181402598,3069471172,1.2156
195927578,3336786144,1.3129
172918155,2908824607,1.1588
156268261,2572676436,1.0472
120352700,1956978868,0.8065
114525468,1878869159,0.7675
123609179,2016987556,0.8283
225091581,3515372642,1.5084
246095094,3717225976,1.6491
135858697,2063868116,0.9104
118921723,1807407771,0.7969
234941266,3516273899,1.5744
212367132,3246435574,1.4231
85154364,1320992960,0.5706
58185882,899150924,0.3899
65377995,1007550209,0.4381
65302258,1014250620,0.4376
116938205,1823776978,0.7836
105104123,1642256846,0.7043
79184358,1225370347,0.5306
74034209,1141661419,0.4961
66356010,1025758702,0.4447
120892083,1851641790,0.8101
198445221,3032249668,1.3298
199062097,2952584751,1.3339
88124782,1309322551,0.5905
123792817,1794884637,0.8296
334859429,4407389496,2.2439
289470686,3659079619,1.9398
235214588,3028238686,1.5762
212008806,2835655224,1.4207
208950955,2942159406,1.4002
202628515,2902670628,1.3578
304904688,4572547207,2.0432
255045273,3831534739,1.7091
287948628,4206785571,1.9296
330814193,4893450790,2.2168
241917533,3653652169,1.6211
205749026,3113080980,1.3788
288708558,4469128138,1.9347
183936607,2836987910,1.2326
107602458,1658227600,0.7211
74128982,1135218748,0.4968
50848655,778452708,0.3407
40899248,619915754,0.2741
40488316,604842000,0.2713
38673835,584644943,0.2592
54580634,810914239,0.3658
78862572,1192962812,0.5285
136070895,2096781866,0.9118
91425816,1436492503,0.6127
114190253,1807681575,0.7652
211038123,3452096800,1.4142
140057148,2277284657,0.9385
41525835,663144753,0.2783
93633306,1497165793,0.6275
54698799,873290852,0.3665
44297812,706211867,0.2375
101041055,1648965008,0.5417
74933996,1223267248,0.4017
74226285,1217460775,0.3979
75760565,1251114542,0.4061
45465414,750144861,0.2437
38122791,625014482,0.2044
60485065,1005503941,0.3243
65053992,1086409869,0.3488
231799691,4077390381,1.2427
127594225,2277276146,0.684
157820058,2925510320,0.8461
140427138,2575229758,0.7528
92130221,1643831042,0.4939
77790159,1353612961,0.417
73433156,1283306200,0.3937
45144666,785563829,0.242
63539278,1119712536,0.3406
57584578,1003785434,0.3087
102543449,1821483172,0.5497
148206210,2733449298,0.7945
171203791,3235638652,0.9178
129389144,2437634483,0.6936
326524776,6295983533,1.7505
214944239,4187889901,1.1523
105608733,1999981226,0.5662
97633827,1779188257,0.5234
63430576,1179526363,0.34
153608076,2972238980,0.8235
110346329,2147606954,0.5916
70275848,1331588236,0.3767
83346816,1592198369,0.4468
239884949,4764109259,1.286
92049465,1776578423,0.4935
57091310,1108934588,0.3061
87066826,1630390309,0.4668
70736958,1290712912,0.3792
51685772,950672911,0.2771
38700640,705621171,0.2075
53304071,983362559,0.2858
92211924,1753311888,0.4943
82490082,1567681249,0.4422
53122744,1006796481,0.2848
66128171,1249610550,0.3545
57171554,1083459057,0.3065
55427897,1069153871,0.2971
49980698,945164680,0.2679
47288465,883333858,0.2535
35687385,660326971,0.1913
27936138,513758894,0.1498
42240610,754425783,0.2264
58054793,1034181474,0.3112
46772653,838667398,0.2507
11350479,199502702,0.0608
71918296,1262105060,0.3855
90177135,1550155933,0.4834
55374454,964061502,0.2969
47869312,843717365,0.2566
54838833,966117848,0.294
46723139,836146426,0.2505
32729006,583291559,0.1755
29807159,527753175,0.1598
35968636,623546924,0.1928
34197115,582845476,0.1833
42007318,708179241,0.2252
23558971,400445071,0.1263
38279766,643611762,0.2052
44291307,742640743,0.2374
38902180,643984171,0.2086
47429000,799493381,0.2543
29139596,485275132,0.1562
25380981,425396889,0.1361
27779183,459255616,0.1489
47162860,799283799,0.2528
78413454,1401156041,0.4204
67296317,1221398339,0.3608
98240322,1657158636,0.5267
56922239,973317374,0.3052
37540932,638223050,0.2013
108404378,1924212601,0.5811
68635812,1219236346,0.368
55987968,996332597,0.3001
42001532,756966797,0.2252
43760811,800814893,0.2346
27830795,506023215,0.1492
27448272,488313660,0.1471
13619185,241971869,0.073
24521696,433449200,0.1315
19151152,335806206,0.1027
35562148,634175207,0.1906
23762112,425380429,0.1274
35790541,643979468,0.1919
42622297,768010128,0.2285
23428724,421234846,0.1256
29047713,516129852,0.1557
17132244,301704521,0.0918
24117635,426862387,0.1293
14100759,248002295,0.0756
35189716,627667715,0.1886
15796208,281977244,0.0847
34773526,623836222,0.1864
28084133,501790676,0.1506
27246371,487095912,0.1461
46614611,825437834,0.2499
48212915,872382605,0.2585
28178162,513194655,0.1511
24294360,435467860,0.1302
15739400,281501388,0.0844
13838875,247622905,0.0742
15728417,282201353,0.0843
23065933,412460987,0.1237
27776723,501830132,0.1489
23118959,418592994,0.1239
14936632,269576075,0.0801
23406763,418454827,0.1255
21947591,386423417,0.1177
16846648,294675478,0.0903
11941164,208655785,0.064
14668954,254410730,0.0786
11013829,190929402,0.059
11045624,190872655,0.0592
9765153,168387277,0.0524
30962453,536935470,0.166
10380826,180686332,0.0557
11140621,194223009,0.0597
14080659,247441303,0.0755
10725938,187905438,0.0575
13766238,243549455,0.0738
11065062,196266938,0.0593
11621242,205801175,0.0623
17538184,313324795,0.094
35631526,650177320,0.191
18312424,333790682,0.0982
17786525,321768768,0.0954
18003512,323746001,0.0965
17856247,321865763,0.0957
16533983,298145352,0.0886
23758300,427741583,0.1274
